scenario,method,objective_mode,mean_rmse_tau,ci95_rmse_tau_low,ci95_rmse_tau_high,mean_rmse_omega,ci95_rmse_omega_low,ci95_rmse_omega_high,mean_abs_z_drift,ci95_abs_z_drift_low,ci95_abs_z_drift_high,mean_leakage_final,ci95_leakage_final_low,ci95_leakage_final_high,mean_loss_eval_raw,ci95_loss_eval_raw_low,ci95_loss_eval_raw_high,mean_loss_eval_base,ci95_loss_eval_base_low,ci95_loss_eval_base_high,loss_final_median,rmse_tau_median,rmse_omega_median,abs_z_drift_median,leakage_final_median,loss_eval_raw_median,loss_eval_base_median,loss_final_iqr,rmse_tau_iqr,rmse_omega_iqr,abs_z_drift_iqr,leakage_final_iqr,loss_eval_raw_iqr,loss_eval_base_iqr,diverge_rate,diverge_rate_eff_1e6,diverge_rate_eff_1e8,mean_objective_evals,mean_runtime_ms,method_family
S1_Ideal,B1,as_designed,0.1972054288695205,0.15538166304420228,0.25724595776253834,0.20608019908904956,0.20223185321514967,0.20935207750041726,416.99186858283764,270.2072989081386,588.4935740602211,1.836751442943492,1.5550970087743436,2.10532617425745,14184950.164500799,5716372.544364136,24619774.97944705,3363828.893665702,1203434.9098738914,5964366.062339964,9354811.316022906,0.18420097426774737,0.20660504821811643,378.7181729061797,1.8672971457084122,9354811.316022906,1775469.9655569568,13770950.143783946,0.06347580355401539,0.006152195101592206,330.65235799827565,0.5406347750744,13770950.143783946,2527246.831271427,0.0,0.9,0.0,201.0,31.46965941414237,engine
S1_Ideal,B2,as_designed,3.3272138189599834e+212,5.510704199332618e+193,9.981641456879945e+212,1.0293811281800287e+213,2.144866106631932e+195,3.088143384540085e+213,1.2363411082492663e+114,3.282369457375444e+105,3.7090230996998034e+114,0.9348706350832423,0.8431241894171853,1.0234557402321582,1.065922219185899e+231,2.8778894703812894e+213,3.197766657557684e+231,6.410792146359542e+230,1.7888882545489357e+213,1.923237643907853e+231,6.301879302361777e+212,4.345604372745666e+193,2.4985479279690888e+194,2.623082960929657e+105,0.9436921554093873,6.301879302361777e+212,3.0480647032239235e+212,9.04348627871064e+214,1.657909858655125e+196,3.828260172099995e+196,3.6376842725583036e+106,0.17536510082995005,9.04348627871064e+214,4.206002481944696e+214,0.0,1.0,1.0,201.0,31.693624891340733,engine
S1_Ideal,BL_LM_PT,as_designed,0.04278748604442449,0.027781288600736927,0.05842626123523929,0.19198266254298602,0.1901097385536352,0.19397371044109357,0.05969058093376438,0.03902443208669095,0.07683261892936365,2.455187328806293,2.339790764339882,2.565325286432936,124.83476194382418,105.07915606795635,140.77596600822685,17.994864917187307,14.796095901184572,20.83596239075383,17.32590515243607,0.05107919840245158,0.1913119975576978,0.07020049794118041,2.4645499625120495,133.12222296607874,17.32590515243607,6.956566157774304,0.036132645058225735,0.004919079414975103,0.03075831554415223,0.2376135485726394,31.10841609526652,6.956566157774304,0.0,0.0,0.0,201.0,32.671570125967264,baseline
S1_Ideal,BL_LM_RAW,as_designed,0.1949191438040144,0.18533778567343107,0.20803151960625232,0.20159504705854148,0.20054313885626357,0.20288937519672554,0.07148957490007521,0.037225308849515165,0.10347667392577685,1.8204213719146622,1.7500791694762639,1.8815713803592646,122.07781549853614,103.47338845006223,136.28734176790613,28.507735007119628,23.600697179382568,32.82576650770475,129.12859942528257,0.1949720381139046,0.2010617195160088,0.07225247695807387,1.8370121185126989,129.12859942528257,30.038044589905482,31.306577896762832,0.014878210211075715,0.002141437911107963,0.06700279905181034,0.09528055529146795,31.306577896762832,7.161954621081755,0.0,0.0,0.0,201.0,29.696991574019194,baseline
S1_Ideal,BL_OGTR,as_designed,0.04210526315789469,0.04210526315789469,0.04210526315789469,0.003684210526315762,0.003684210526315762,0.003684210526315762,0.0,0.0,0.0,0.9804442116294103,0.9399404093530082,1.0216620187425076,6.7778345297702405,5.575039837100321,7.773313784139247,3.439334621001008,2.8461094032029544,3.913205681844046,6.881962197142647,0.04210526315789469,0.003684210526315762,0.0,0.9763138622601095,6.881962197142647,3.508730769977251,2.2919675029927316,0.0,0.0,0.0,0.08585954425061182,2.2919675029927316,0.6580349664238079,0.0,0.0,0.0,400.0,15.123358834534883,baseline
S1_Ideal,BL_OGTR_CF,as_designed,0.04210526315789469,0.04210526315789469,0.04210526315789469,0.003684210526315762,0.003684210526315762,0.003684210526315762,0.0,0.0,0.0,0.9804442116294103,0.9399404093530082,1.0216620187425076,6.7778345297702405,5.575039837100321,7.773313784139247,3.439334621001008,2.8461094032029544,3.913205681844046,6.881962197142647,0.04210526315789469,0.003684210526315762,0.0,0.9763138622601095,6.881962197142647,3.508730769977251,2.2919675029927316,0.0,0.0,0.0,0.08585954425061182,2.2919675029927316,0.6580349664238079,0.0,0.0,0.0,500.0,18.666798621416092,baseline
S1_Ideal,P0,as_designed,0.04278742643703716,0.02778122107554848,0.05842621254245703,0.19198265611066154,0.1901097316558687,0.19397370441901673,0.0596905606354319,0.03902440312921784,0.07683258480210492,2.4551875387271225,2.339790949463435,2.565325463020121,124.8347652274729,105.07915961324107,140.77596952898585,17.99486287601028,14.796093977679678,20.8359602428802,17.32590419346975,0.05107912651076811,0.1913119912978566,0.07020043793900083,2.4645502374539077,133.1222270598148,17.32590419346975,6.956565740865299,0.03613268060494586,0.004919074714972355,0.030758246627801897,0.23761353946800767,31.108418215490204,6.956565740865299,0.0,0.0,0.0,201.0,34.08596878871322,engine
S2_Gappy,B1,as_designed,0.18628296612780854,0.10258127772395823,0.281121080061085,0.20716579247540037,0.2003118620741385,0.21375722210537001,431.91948943686185,321.65725387927347,550.5249493267695,1.3390407944489782,1.00220559067564,1.6799764927307557,7734417.0495837685,4133583.244289173,11597429.516165907,3695838.183165142,1473929.7717022684,6199547.341001992,4706873.5250319205,0.13530428279508322,0.20869711466895324,355.08026224031516,1.2519757053053668,4706873.5250319205,2228424.463521079,10412263.528632963,0.1974012394300565,0.013780222403031922,292.60857534278205,0.895501772031918,10412263.528632963,4376139.406354307,0.0,1.0,0.0,201.0,30.987967364490032,engine
S2_Gappy,B2,as_designed,1.2991462448244076e+173,7.111242742426468e+154,3.897438733731295e+173,8.35798152386296e+157,9.125969338943932e+139,2.5073944560790364e+158,8.220120074648986e+86,9.380343760805273e+77,2.4660043674579157e+87,1.0180730953649892,0.928630240259696,1.100704205239961,2.52787941931153e+176,8.934109657159488e+157,7.583638256009858e+176,1.2179651037125198e+176,4.694150356341825e+157,3.653895309884671e+176,1.1694708625139048e+157,1.28487823361932e+153,1.7625117545961127e+139,4.3579370220300127e+77,1.0914572858483016,1.1694708625139048e+157,5.527753825404784e+156,2.650845903830154e+161,1.6764347573033801e+158,2.9365787987181824e+143,7.369560666937083e+79,0.1707492161051989,2.650845903830154e+161,1.3995848239155265e+161,0.0,1.0,1.0,201.0,31.171544827520847,engine
S2_Gappy,BL_LM_PT,as_designed,0.043506357675725624,0.023911976708091497,0.064530229766024,0.19091437529552324,0.1879191331828133,0.1940800207163614,0.23153844973969534,0.155408490898263,0.3055946885272098,2.5179046669433194,2.3949165898511557,2.663238843789861,83.73273503642164,69.55220649860479,96.54027218609119,10.349740354324144,8.222230486834144,12.746708394583104,9.634240999477257,0.03163319347119767,0.1903194500802932,0.21023275856681495,2.447607242838206,83.62565357810858,9.634240999477257,2.667127747773975,0.050384314051358806,0.004362457462177394,0.19237255351359706,0.15755934625278956,14.643695826555145,2.667127747773975,0.0,0.0,0.0,201.0,31.948937196284533,baseline
S2_Gappy,BL_LM_RAW,as_designed,0.18233115775984188,0.1685971544764558,0.19649956279913458,0.20314442635028995,0.20098435866253708,0.2052953382691725,0.11448072780053065,0.051172821434190115,0.17398846852660318,1.8549348307606839,1.7618523586450727,1.9519497101523013,77.0385371770381,66.36089581927577,85.17487094528565,16.714241855622312,13.565145441185322,20.553567335262375,79.5990358889257,0.18743799613070292,0.2012912219645192,0.07569506488832248,1.83078655868272,79.5990358889257,15.357163366086994,7.723137254300468,0.03878416960874628,0.006883358638714421,0.21480619040796856,0.16992861062751552,7.723137254300468,4.176305293114398,0.0,0.0,0.0,201.0,29.22902451828122,baseline
S2_Gappy,BL_OGTR,as_designed,0.04210526315789469,0.04210526315789469,0.04210526315789469,0.003684210526315762,0.003684210526315762,0.003684210526315762,0.0,0.0,0.0,1.0078593568962135,0.9297640087690348,1.0932753795645886,4.127235291057154,3.4506996339439087,4.676805192496982,2.1942945160135943,1.7641480093749464,2.6611893246453318,3.9782607689694807,0.04210526315789469,0.003684210526315762,0.0,0.9861531237712449,3.9782607689694807,2.0523997096174362,1.0771361185134967,0.0,0.0,0.0,0.10563186125158741,1.0771361185134967,0.7834842348679769,0.0,0.0,0.0,400.0,14.946976490318775,baseline
S2_Gappy,BL_OGTR_CF,as_designed,0.04035087719298242,0.036842105263157884,0.04210526315789469,0.004058479532163721,0.003684210526315762,0.004807017543859639,0.0,0.0,0.0,1.0240728662009233,0.9424952998355816,1.104222606168481,4.096065131528425,3.409862073617394,4.661487033955381,2.1655405913947434,1.72672954782667,2.6400958871754607,3.9782607689694807,0.04210526315789469,0.003684210526315762,0.0,0.9942992521295893,3.9782607689694807,2.0523997096174362,1.1330235741400578,0.0,0.0,0.0,0.14990143100336506,1.1330235741400578,0.9034757980351376,0.0,0.0,0.0,500.0,18.31648675724864,baseline
S2_Gappy,P0,as_designed,0.043506331614574234,0.023912004245316303,0.06453018241368287,0.19091436691315117,0.18791912681683784,0.19408001114382928,0.23154335534230314,0.1554116407517904,0.3056002692792716,2.517907121710103,2.394919003790233,2.6632411761017356,83.7328853459591,69.55230588326323,96.5405324204003,10.349740436281158,8.222230319883913,12.746709270638819,9.634240110493606,0.03163312839545811,0.1903194512809444,0.21023557581670727,2.4476085406960078,83.62579972436538,9.634240110493606,2.667127275239057,0.05038407863941275,0.004362453836971675,0.19237826287998636,0.1575598881154443,14.643720284573746,2.667127275239057,0.0,0.0,0.0,201.0,33.55688089504838,engine
